Song,Artist,Title,MoodsStrSplit,SampleURL
MT0010617945,Elton John,Jack Rabbit,"Carefree, Cheerful, Lively, Marching, Positive",http://rovimusic.rovicorp.com/playback.mp3?c=UjUcvZYzEC44-I5MwxI60JjWf7KriH64XH0cLbjLrOY=&f=J
MT0010624346,Onyx,Broke Willies,"Angry, Harsh, Hostile, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=lyNb72wcjowZPMRWCSTKVPQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0010665248,David Arkenstone,Night Wind,"Delicate, Elaborate, Ethereal, Hypnotic, Lush, Sparkling, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=nRNz0LhzraBvWVMjUbySuTqpU4hxl5saPDaNIVORh-E=&f=J
MT0010694663,Oscar D'León,Mujer de Arena,"Exciting, Sparkling, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=0BTctrDxcf0Kpnuky76WSWjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0010707508,George Shearing,Lullaby of Birdland,"Amiable, Good-Natured, Bright, Elegant, Energetic, Gentle, Joyous, Light, Refined, Relaxed, Sophisticated, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=KwrEoEf5JgIFR8bvxnSHnf3pqi0RS20pHqZddGAWQOA=&f=J
MT0010736208,Tear Da Club Up Thugs,Push 'Em Off,"Harsh, Hostile, Malevolent, Outraged, Sexual, Sleazy",http://rovimusic.rovicorp.com/playback.mp3?c=ljpLQXjGiHjrO7-JKDwRU_QIxMnXLaW9NvEpt_rvU6E=&f=I
MT0010739708,Len Cariou,The Barber and His Wife,"Acerbic, Bitter, Bleak, Malevolent, Snide",http://rovimusic.rovicorp.com/playback.mp3?c=v-I6TugJgVtXvgc0DAGKGfh0BJxFGWncDvRkmPV4knk=&f=I
MT0010758927,Lena Horne,As Long as I Live,"Bright, Elegant, Innocent, Light, Lush, Relaxed, Romantic, Soft, Quiet, Sweet, Wistful",http://rovimusic.rovicorp.com/playback.mp3?c=vUFBLbuZxYBhz6rY99NN9awfpsQHuOlGC4-o-yXc8Os=&f=I
MT0010804974,Shad Collins,All of Me,"Angry, Anguished, Distraught, Bitter, Brooding, Gloomy, Reserved, Sad, Tense, Anxious, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=Z4xQWUngJf3GHnzlSFUV4mjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0010810859,Kenny G,In a Sentimental Mood,"Atmospheric, Calm, Neutral, Dreamy, Elegant, Ethereal, Gentle, Intimate, Laid-Back, Mellow, Light, Nocturnal, Refined, Relaxed, Reserved, Romantic, Sensual, Slick, Smooth, Soothing, Sophisticated, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=SciXJ27dL-4srBug3i3HfPh0BJxFGWncDvRkmPV4knk=&f=J
MT0010818060,Loreena McKennitt,Prologue,"Atmospheric, Dreamy, Ethereal, Hypnotic, Pastoral, Soothing",http://rovimusic.rovicorp.com/playback.mp3?c=eIUH9dlUn_HnsLDPBWXL7PQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0010842738,David Arkenstone,Borderlands,"Hypnotic, Reserved, Soft, Quiet",http://rovimusic.rovicorp.com/playback.mp3?c=2d180c7WobgWm78WbtQMR_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0010850805,Lightnin' Hopkins,Last Night Blues,"Confrontational, Greasy, Gritty, Lazy, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=Ybt4cKSMXrBpoqcmKz9YKGjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0010855214,Mike Seeger,"Run, Children, Run","Atmospheric, Ethereal, Organic, Soothing, Sparse, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=HZz2OkCCH8v0BIzyY3lEF_h0BJxFGWncDvRkmPV4knk=&f=J
MT0010897525,Discharge,Hear Nothing See Nothing Say Nothing,"Acerbic, Angry, Cynical, Sarcastic, Fiery, Harsh, Hostile, Irreverent, Nihilistic, Outraged, Rebellious, Snide, Tense, Anxious, Uncompromising, Urgent, Visceral, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=KF09JKVaG6kZ2nGUHn6FI2jIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0010900969,Sergio Mendes,Mais Que Nada,"Cheerful, Effervescent, Exciting, Happy, Innocent, Sensual, Sexy, Spicy, Summery, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=U4T4-nzqNFfJfTy7vphtiZjWf7KriH64XH0cLbjLrOY=&f=J
MT0010965655,Kitaro,Mysterious Encounter,"Calm, Neutral, Ethereal, Hypnotic, Reserved, Somber, Spacey, Sparkling, Trippy",http://rovimusic.rovicorp.com/playback.mp3?c=B1Td1DMTg2AHTdF1VK4q0awfpsQHuOlGC4-o-yXc8Os=&f=J
MT0010979481,George Brown,Canadian Sunset,"Precious, Spicy, Stately",http://rovimusic.rovicorp.com/playback.mp3?c=HeAc-UHU-Ud6CFVn7pPrCpjWf7KriH64XH0cLbjLrOY=&f=I
MT0010983830,Squeeze,Here Comes That Feeling,"Detached, Druggy, Eerie, Insular, Ominous, Paranoid, Somber, Spooky, Tense, Anxious",http://rovimusic.rovicorp.com/playback.mp3?c=ijFDAMjlFc3RiTgQGMS5ZqwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0010984486,Kitaro,Moondance,"Calm, Neutral, Ethereal, Hypnotic, Reserved, Somber, Spacey, Sparkling, Trippy",http://rovimusic.rovicorp.com/playback.mp3?c=E6hoDkRX0V37k4cZGKJ-BfKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0010998105,Accademia di Santa Cecilia Orchestra,"The Good, the Bad, and the Ugly (Titles)","Cerebral, Complex, Elaborate, Lush, Nostalgic",http://rovimusic.rovicorp.com/playback.mp3?c=8MHNJ-u-Uj34fXtp9H9-W4apJnH0KBK7tayJ1L1z1aM=&f=I
MT0011032905,Sugar Pie DeSanto,Ask Me,"Anguished, Distraught, Naive",http://rovimusic.rovicorp.com/playback.mp3?c=2l2eimRHmKfAgEVj6q-aMs2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0011051663,Ron Carter,Down from Antigua,"Amiable, Good-Natured, Carefree, Cheerful, Confident, Earthy, Elaborate, Elegant, Freewheeling, Innocent, Intimate, Laid-Back, Mellow, Literate, Passionate, Playful, Poignant, Precious, Refined, Relaxed, Romantic, Sophisticated, Stately, Stylish, Warm, Whimsical, Witty, Wry",http://rovimusic.rovicorp.com/playback.mp3?c=v5uxvECgYw1P4fXeC6U1c4apJnH0KBK7tayJ1L1z1aM=&f=I
MT0011066228,Jimmy Reed,I Need You So,"Greasy, Lazy, Messy, Sparse",http://rovimusic.rovicorp.com/playback.mp3?c=Fb2U69xk3Ob5aDzaIpzil_KUU23ZQzDPVjJ3ONioHGo=&f=I
MT0011095825,Cabaret Voltaire,In the Shadows,"Cerebral, Clinical, Cold, Detached, Menacing, Paranoid, Trippy",http://rovimusic.rovicorp.com/playback.mp3?c=X3FVEnv_z60KONZOd__LX82KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0011104152,Los Bocucos,Compositor Confundido,"Gutsy, Intense, Provocative, Rustic",http://rovimusic.rovicorp.com/playback.mp3?c=0-K81dSnVM0DdFSrEiNVAfQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0011145388,Trina,Watch Yo Back,"Hedonistic, Irreverent, Outrageous, Sleazy, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=_SQWS99TdAVJjczLAiSP8_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0011158114,Claude King,Parchman Farm Blues,"Anguished, Distraught, Bleak",http://rovimusic.rovicorp.com/playback.mp3?c=BTeyWa4Dxbc113qr9Sr2lKwfpsQHuOlGC4-o-yXc8Os=&f=I
MT0011230792,Anthony Braxton,Composition 101,"Clinical, Cold, Complex, Detached, Knotty",http://rovimusic.rovicorp.com/playback.mp3?c=MAqkJO9xKGHT_-v5RgsUfc2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0011250965,Los Dandy's,Por Fin,"Autumnal, Bittersweet, Gentle, Melancholy, Nocturnal, Plaintive, Poignant, Romantic, Sensual, Soft, Quiet, Soothing, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=9RZabg1CP4mTIvETVbSqRZjWf7KriH64XH0cLbjLrOY=&f=I
MT0011259078,Quintron,The Bridge,"Eerie, Messy, Spooky",http://rovimusic.rovicorp.com/playback.mp3?c=_fG3LXnuTJjYv3l7HLIp9TqpU4hxl5saPDaNIVORh-E=&f=I
MT0011308097,Placebo,Narcoleptic,"Angst-Ridden, Bleak, Gloomy, Sad, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=RUhBU_KYIZ21n0sA8032f_3pqi0RS20pHqZddGAWQOA=&f=I
MT0011322528,Obituary,Cause of Death,"Angry, Bleak, Fierce, Harsh, Hostile, Menacing, Ominous, Outrageous, Suffocating, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=r5nGU0Na7CJQQkV2wn7XOM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0011348776,Mystikal,Ready to Rumble,"Fierce, Harsh, Hostile, Malevolent, Menacing, Outrageous, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=GgcBab4PA_kA4HYoGcX9eM2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0011354857,Urban Dub,Spirals of Dub,"Mystical, Serious, Thrilling",http://rovimusic.rovicorp.com/playback.mp3?c=BXfhKOPgDrustPZNua6V9vQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0011369407,Crucifucks,Earth by Invitation Only,"Cynical, Sarcastic, Nihilistic, Outrageous, Reckless, Snide, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=tgWuSU63lPYDH34RzqjbOTqpU4hxl5saPDaNIVORh-E=&f=J
MT0011376343,Steel Pulse,Jah Pickney -- R.A.R.,"Agreeable, Calm, Neutral, Striding",http://rovimusic.rovicorp.com/playback.mp3?c=BZHwgpxGQdJO2AqZpWZUY_QIxMnXLaW9NvEpt_rvU6E=&f=J
MT0011380622,Steel Pulse,Ku Klux Klan,"Boisterous, Confident, Hypnotic, Poignant, Rousing",http://rovimusic.rovicorp.com/playback.mp3?c=JTQn4WhvtPOd3325EeDrJTqpU4hxl5saPDaNIVORh-E=&f=I
MT0011391187,Albert Collins,"Cold, Cold Feeling","Anguished, Distraught, Confrontational, Greasy, Gritty, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=qiB0t7qVX1yq_TAbCK0GhIapJnH0KBK7tayJ1L1z1aM=&f=J
MT0011398970,The Belafonte Folk Singers,"Abraham, Martin and John","Reserved, Sad, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=gG-FqjM6TOtDbrTN7Rp6HTqpU4hxl5saPDaNIVORh-E=&f=I
MT0011413068,,Johnny USA,"Acerbic, Angry, Hungry, Messy, Outraged, Reckless, Snide, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=EFXfnlDN7K4VGB56w0uVQ4apJnH0KBK7tayJ1L1z1aM=&f=I
MT0011440705,Juan Valentín,Virgen de Mi Soledad,"Anguished, Distraught, Gloomy, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=qhCCTHador2CLu1cD6ZkWPKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0011458668,,Battle in the Mutara Nebula,"Eerie, Paranoid, Spooky, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=fLIssvT6TIljembjwzfpJ82KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0011489804,Painstake,Fight to Forget,"Angry, Fierce, Malevolent, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=aRfTR9hIzeyo8Bg3kz2ENzqpU4hxl5saPDaNIVORh-E=&f=I
MT0011560587,Spike Jones,Hotcha Cornia (Hotcha Chornya- Russian Folk Songs),"Campy, Eccentric, Exciting, Giddy, Humorous, Irreverent, Outrageous",http://rovimusic.rovicorp.com/playback.mp3?c=aafQvASDSzHWhn_mdew39mjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0011564855,Billie Holiday,Sweet Lorraine,"Exciting, Happy, Joyous",http://rovimusic.rovicorp.com/playback.mp3?c=p1_IEHLwBTC3Cvt3R0k6sqwfpsQHuOlGC4-o-yXc8Os=&f=I
MT0011574534,Ultra Montanes,Anyway,"Explosive, Mighty, Powerful",http://rovimusic.rovicorp.com/playback.mp3?c=LP9riBvkfkK8u5WR0or_jTqpU4hxl5saPDaNIVORh-E=&f=J
MT0011575842,Spike Jones,I Wanna Go Back to West Virginia,"Campy, Cheerful, Eccentric, Elaborate, Exuberant, Fun, Giddy, Happy, Humorous, Joyous, Quirky, Rambunctious, Street-Smart, Theatrical, Whimsical, Witty",http://rovimusic.rovicorp.com/playback.mp3?c=EiGaTw88YpbPsMnOHojWRawfpsQHuOlGC4-o-yXc8Os=&f=I
MT0011594970,Ella Fitzgerald,Don't Explain,"Autumnal, Gloomy, Ominous, Sad, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=Mk212tuHbsfyT_9qE2DsRM2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0011612883,Robin Williamson,Cold Days Of February,"Bleak, Gloomy, Sad, Somber, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=YxBTIN0zp8DaBAV2HDVd1_QIxMnXLaW9NvEpt_rvU6E=&f=I
MT0011667212,José Alfredo Jiménez,Si Nos Dejan,"Angst-Ridden, Anguished, Distraught, Gloomy, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=yE-NCIOxmO0fOEFh9M0dJjqpU4hxl5saPDaNIVORh-E=&f=I
MT0011697297,DJ Assault,Now Whusup Whusup,"Outrageous, Sexual, Silly, Sleazy, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=m2P2qxxATiixZsy8qWDgTZjWf7KriH64XH0cLbjLrOY=&f=I
MT0011702301,Neil Young,Organ Solo,"Atmospheric, Earthy, Meandering, Melancholy, Nocturnal, Organic, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=iFW_TkCNX5YcjIyJmcL1lIapJnH0KBK7tayJ1L1z1aM=&f=J
MT0011739779,Tom Jones,Love Me Tonight,"Boisterous, Bravado, Celebratory, Confident, Dramatic, Energetic, Exuberant, Fun, Lively, Romantic, Rousing, Sensual, Sexy, Slick, Smooth, Sophisticated, Stylish",http://rovimusic.rovicorp.com/playback.mp3?c=vwuG4TG6Ofl2skwXQZ2R66wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0011786799,Henry Mancini,"Theme from ""What's Happening!!""","Eccentric, Elaborate, Exciting, Humorous",http://rovimusic.rovicorp.com/playback.mp3?c=WZagOAgzckxjJ7JtM9YaumjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0011821215,Glen Campbell,Sunflower,"Bright, Carefree, Cheerful, Fun, Happy, Light, Lively, Playful, Summery",http://rovimusic.rovicorp.com/playback.mp3?c=L5u5PS5NxA0C05rAS7fQVv3pqi0RS20pHqZddGAWQOA=&f=J
MT0011836290,Cabaret Voltaire,Blue Heat,"Clinical, Cold, Detached, Trippy",http://rovimusic.rovicorp.com/playback.mp3?c=jyobjPzPlBLg40onV3P-yvh0BJxFGWncDvRkmPV4knk=&f=J
MT0011862487,Asleep at the Wheel,Trouble in Mind,"Innocent, Soft, Quiet, Whimsical, Witty",http://rovimusic.rovicorp.com/playback.mp3?c=BGO4qoIjMv4nLIosEAGsSfQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0011869625,The Modern Lovers,Abominable Snowman in the Market,"Giddy, Humorous, Silly",http://rovimusic.rovicorp.com/playback.mp3?c=wykDurNmQCtdaldod3ejP4apJnH0KBK7tayJ1L1z1aM=&f=J
MT0011886148,Gary Burton,I Need You Here,"Austere, Calm, Neutral, Cerebral, Delicate, Elaborate, Ethereal, Nocturnal, Pastoral, Precious, Provocative, Reserved, Soft, Quiet, Sparkling, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=LWN2MyC2HRaAr50DU0vL7KwfpsQHuOlGC4-o-yXc8Os=&f=I
MT0011894681,Furry Lewis,Baby You Don't Want Me,"Anguished, Distraught, Sad, Sparse, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=63OCuODaPY78tzDNEaWUzc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0011895175,Plácido Domingo,Cantique de Noël (O Holy Night),"Atmospheric, Complex, Dreamy, Elaborate, Ethereal, Joyous, Organic, Pastoral, Reserved, Reverent, Spiritual, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=CSH1MviPg4C-IANNMNFJQqwfpsQHuOlGC4-o-yXc8Os=&f=I
MT0011899302,Jacob Miller,City of the Weak Heart,"Acerbic, Bitter, Bleak, Gloomy, Ominous",http://rovimusic.rovicorp.com/playback.mp3?c=pvJm25Xu_h7M4IiX0MffKpjWf7KriH64XH0cLbjLrOY=&f=J
MT0011906602,Mark Isham,My Wife With Champagne Shoulders,"Calm, Neutral, Delicate, Lush, Soft, Quiet",http://rovimusic.rovicorp.com/playback.mp3?c=dkJ4pvOMTxYkge9ZfWUW1WjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0011916674,The Nitty Gritty Dirt Band,Grand Ole Opry Song,"Carefree, Cheerful, Fun, Joyous, Organic",http://rovimusic.rovicorp.com/playback.mp3?c=w0ZNjjZbVIF47o31RBWY2zqpU4hxl5saPDaNIVORh-E=&f=J
MT0011922080,Brian Eno,Always Returning,"Atmospheric, Austere, Calm, Neutral, Cerebral, Dreamy, Eerie, Ethereal, Gentle, Light, Nocturnal, Sensual, Slick, Smooth, Soothing, Sophisticated, Sprawling",http://rovimusic.rovicorp.com/playback.mp3?c=cSFGKveL2v9sx6TPk12G9PKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0011922905,Paul Simon,St. Judy's Comet,"Amiable, Good-Natured, Calm, Neutral, Carefree, Gentle, Intimate, Laid-Back, Mellow, Literate, Poignant, Positive, Reflective, Relaxed, Rousing, Smooth, Soothing, Sophisticated, Sweet, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=owQRNB7C3fv5b0X9SE5pf_h0BJxFGWncDvRkmPV4knk=&f=J
MT0011930865,The Tannahill Weavers,Johnnie Cope/Atholl Highlanders,"Autumnal, Exciting, Fiery, Theatrical, Urgent",http://rovimusic.rovicorp.com/playback.mp3?c=XPCD7aoRlCKwXDFDJPSP_fKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0011938737,Fleetwood Mac,Dreams,"Bittersweet, Delicate, Intimate, Laid-Back, Mellow, Melancholy, Plaintive, Poignant, Reflective, Relaxed, Restrained, Sensual, Smooth, Soft, Quiet, Somber, Soothing, Wistful, Yearning",http://rovimusic.rovicorp.com/playback.mp3?c=6qxqjwWmfxvGrQwGl7AyPjqpU4hxl5saPDaNIVORh-E=&f=J
MT0011950450,Neil Diamond,Hark! The Herald Angels Sing,"Cheerful, Dramatic, Joyous, Precious",http://rovimusic.rovicorp.com/playback.mp3?c=OfG-rC94tb8C50GTJUQf2fKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0011957429,Marvin Gaye,Stubborn Kind of Fellow,"Cheerful, Effervescent, Happy, Joyous, Rollicking, Summery, Witty",http://rovimusic.rovicorp.com/playback.mp3?c=NYz8_y4JXPkkXOZ9_213WIapJnH0KBK7tayJ1L1z1aM=&f=J
MT0011959819,Obituary,Sickness,"Angry, Bleak, Fierce, Harsh, Hostile, Outrageous, Suffocating, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=88cbn_wtS0teQOYhq5BQT4apJnH0KBK7tayJ1L1z1aM=&f=J
MT0011960348,Naked City,Contempt,"Stately, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=_-wy1fHkk-o_A8gagIq5sawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0011969592,Dion,Sweet Papa Di,"Greasy, Gritty, Lazy, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=KlzrEpwANRWL8VWcDE5IufQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0011975274,MC Hammer,Crime Story,"Exciting, Intense, Menacing, Outrageous, Tense, Anxious, Urgent",http://rovimusic.rovicorp.com/playback.mp3?c=Qhpw0vvxxW5Oq3ddZ2PS4awfpsQHuOlGC4-o-yXc8Os=&f=J
MT0011997914,George Michael,Waiting For That Day/You Can't Always Get What You Want,"Bright, Celebratory, Energetic, Joyous, Refined, Sexy, Summery, Theatrical, Witty",http://rovimusic.rovicorp.com/playback.mp3?c=8iV-5MhYcxb8F8JdYHL1aqwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0011999773,Janet Jackson,You Want This,"Cheerful, Lively, Marching, Positive, Strong",http://rovimusic.rovicorp.com/playback.mp3?c=nZyTpbOg6skfThQk72DSBfh0BJxFGWncDvRkmPV4knk=&f=J
MT0012001409,Geto Boys,Gota Let Your Nuts Hang,"Hedonistic, Hostile, Irreverent, Malevolent, Rebellious, Tense, Anxious, Uncompromising, Unsettling, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=a5_gquq-LBJBVY4sAV78TpjWf7KriH64XH0cLbjLrOY=&f=J
MT0012008752,Regina Belle,The Cave of Wonders,"Ominous, Tense, Anxious, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=jw-i8NXg3wPfTZh6xxhshM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0012020062,Tony Rice,Just Some Bar in the French Quarters,"Cerebral, Complex, Elaborate",http://rovimusic.rovicorp.com/playback.mp3?c=Bqc2pG6egcfUsM0-Qy0TAzqpU4hxl5saPDaNIVORh-E=&f=I
MT0012027536,Jim Brickman,So Long,"Calm, Neutral, Delicate, Restrained",http://rovimusic.rovicorp.com/playback.mp3?c=0ehkGOXXFVslkGhlYKtdX_3pqi0RS20pHqZddGAWQOA=&f=J
MT0012041920,Brooks & Dunn,Cool Drink of Water,"Happy, Joyous, Rowdy",http://rovimusic.rovicorp.com/playback.mp3?c=1SpumLIIggSndvWJlYAPT5jWf7KriH64XH0cLbjLrOY=&f=J
MT0012112600,Richard Rabbit Brown,Blessed Be the Name,"Reverent, Rustic, Somber, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=opTXWoy7gmrnB6neytNox82KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0012116237,Faith,Another Victim,"Angry, Anguished, Distraught, Bitter, Harsh, Hostile, Snide",http://rovimusic.rovicorp.com/playback.mp3?c=HmFL-WdvkaXxfTwsjI-XUZjWf7KriH64XH0cLbjLrOY=&f=I
MT0012124855,Subhumans,Time Flies,"Bitter, Harsh, Outraged",http://rovimusic.rovicorp.com/playback.mp3?c=B7mZ2nS25oJ0QnUnBad-DzqpU4hxl5saPDaNIVORh-E=&f=J
MT0012151268,Bud Shank,Ding-Dong! The Witch Is Dead,"Elaborate, Stately, Uplifting",http://rovimusic.rovicorp.com/playback.mp3?c=cA_7oaIuS8szM0LYkbNCA_3pqi0RS20pHqZddGAWQOA=&f=I
MT0012168286,Samael,Chosen Race,"Bleak, Fierce, Hostile, Malevolent, Outraged",http://rovimusic.rovicorp.com/playback.mp3?c=1QMx6icOAEKOTAPp06_7XIapJnH0KBK7tayJ1L1z1aM=&f=J
MT0012202513,Les Baxter,Busy Port,"Eccentric, Exciting, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=WIeWUZyCn4fFDs2QiWZZ4_h0BJxFGWncDvRkmPV4knk=&f=I
MT0012222183,Enya,Marble Halls,"Atmospheric, Calm, Neutral, Circular, Complex, Detached, Dreamy, Elegant, Ethereal, Gentle, Hypnotic, Light, Lush, Pastoral, Plaintive, Refined, Reflective, Slick, Smooth, Soft, Quiet, Soothing, Sophisticated, Sparkling, Wistful",http://rovimusic.rovicorp.com/playback.mp3?c=xtt_HWavTSc5AyuSUvNLtqwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0012292188,John Lee Hooker,Big Legged Woman,"Greasy, Lazy, Messy, Sparse",http://rovimusic.rovicorp.com/playback.mp3?c=0AVVeigyyt3ZXjJcTglL682KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0012317309,Big Bill Broonzy,Worrying My Mind,"Greasy, Lazy, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=JE-sYu9Nq1Tqd6ugXRw7cGjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0012331779,Gipsy Kings,Una Rumba Por Aqui,"Cathartic, Fiery, Sexy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=nM2GcKGiLs9H03kxRMNl1qwfpsQHuOlGC4-o-yXc8Os=&f=I
MT0012333553,Kraftwerk,Europe Endless,"Amiable, Good-Natured, Cerebral, Clinical, Detached, Elegant, Hypnotic, Laid-Back, Mellow, Light, Literate, Nocturnal, Quirky, Refined, Smooth, Sophisticated, Stately, Trippy, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=2C_nsvlkEnNkMziO4Jk_ufKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0012383717,Mad Professor,False Curl Girl,"Atmospheric, Complex, Crunchy, Detached, Dreamy, Eccentric, Hypnotic, Insular, Organic, Quirky, Summery, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=zUrzPVG3rld529fdor5IMM2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0012396528,Van Morrison,Bring 'Em on In,"Dramatic, Energetic, Exciting, Intense, Passionate, Rambunctious, Rousing, Street-Smart, Swaggering, Uncompromising, Urgent",http://rovimusic.rovicorp.com/playback.mp3?c=RPxAZVl_VXDGXyI3ze0LvDqpU4hxl5saPDaNIVORh-E=&f=J
MT0012534566,DJ Mijangos,Be With You,"Sensual, Sexy, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=Vfdxvq_xXsxvaR-3qUDoRmjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0012601428,Celia Cruz,Melao de Caña,"Brassy, Bright, Confident, Dramatic, Earthy, Energetic, Fiery, Freewheeling, Gutsy, Lively, Passionate, Rousing, Spicy, Street-Smart, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=8EgoVv3M85SVuYXvAKUPJ_3pqi0RS20pHqZddGAWQOA=&f=I
MT0012634038,Placebo,The Crawl,"Bitter, Bleak, Gloomy, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=b6Wvdr73RofHGLW0W_AK1fh0BJxFGWncDvRkmPV4knk=&f=J
MT0012658636,Cro-Mags,Open Letter,"Angry, Fierce, Malevolent, Nihilistic, Outraged, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=N0PuzVsWdftngE8nDThu3fQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0012675695,Derek Bailey,Improvisation 7,"Clinical, Cold, Detached, Fractured, Indulgent, Insular, Knotty",http://rovimusic.rovicorp.com/playback.mp3?c=M2kK2D0v_xkG01TH_Ps2zGjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0012742379,Fania All-Stars,Oye Como Va,"Brassy, Exciting, Joyous, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=-JL9xZQhKweQIp7XCymFp_QIxMnXLaW9NvEpt_rvU6E=&f=I
MT0012766840,Steven Halpern,Amrita,"Atmospheric, Calm, Neutral, Delicate, Dreamy, Ethereal, Hypnotic, Reserved, Sparkling, Sparse, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=cxurcxzTJ5euh6b-bJEe5f3pqi0RS20pHqZddGAWQOA=&f=I
